,text,names,Date,FG,3P,FGA,PTS,Result,EFG,hashtag,tokens,stems,lemmas
5696,WHAT A COMEBACK!!! Let’s keep rolling #Furk,Joel Embiid,2019-11-03,3.0,0.0,1.0,7.0,W,3.0,['Furk'],comeback ! ! ! lets keep rolling furk ,comeback ! ! ! let keep roll furk ,comeback ! ! ! let keep roll furk 
5697,GO PACK GO,Joel Embiid,2020-01-13,3.0,0.0,2.0,6.0,W,1.5,[],go pack go ,go pack go ,go pack go 
5698,#UAEmbiid1 @underarmour the only way is through https://t.co/VKyJegsgMj,Joel Embiid,2020-01-14,3.0,0.0,1.0,0.0,L,3.0,['UAEmbiid1'],uaembiid way ,uaembiid way ,uaembiid way 
5699,"I’M TRYING TO WIN A F***** TITLE 

https://t.co/8QZRdQLvws",Joel Embiid,2020-01-15,3.0,0.0,9.0,1.0,W,0.3333333333333333,[],trying win f * * * * * title ,im tri win f * * * * * titl ,try win f * * * * * title 
5700,WOW THAT WAS QUICK,Joel Embiid,2020-01-19,3.0,1.0,3.0,1.0,W,1.1666666666666667,[],wow quick ,wow quick ,wow quick 
5701,"Man I don’t even know where to start😭😭 I started playing ball because of KOBE after watching the 2010 finals. I had never watched ball before that and that finals was the turning point of my life. I WANTED TO BE LIKE KOBE. I’m so FREAKING SAD right now!!!! 

RIP LEGEND",Joel Embiid,2020-01-26,3.0,0.0,2.0,2.0,W,1.5,[],man nt even know start 😭 😭 started playing ball kobe watching finals . never watched ball finals turning point life . wanted like kobe . freaking sad right ! ! ! ! rip legend ,man dont even know start😭😭 start play ball kobe watch final . never watch ball final turn point life . want like kobe . im freak sad right ! ! ! ! rip legend ,man not even know start 😭 😭 start play ball kobe watch final . never watch ball final turning point life . want like kobe . freak sad right ! ! ! ! rip legend 
5702,What’s going on? What’s happening?,Joel Embiid,2020-02-06,6.0,3.0,26.0,19.0,L ,0.2884615384615384,[],going ? happening ? ,what go ? what happen ? ,go ? happen ? 
5703,Made for this... If I can take it then you can too. PHILA TOUGH!!! #AllLove https://t.co/hno6UH1GPD,Joel Embiid,2020-02-11,8.0,2.0,17.0,26.0,W ,0.5294117647058824,['AllLove'],made ... take . phila tough ! ! ! alllove ,made ... take . phila tough ! ! ! alllov ,make ... take . phila tough ! ! ! alllove 
5704,"""You either die a hero or live long enough to see yourself become the villain.” #TheProcess https://t.co/m5EPaKcsfb",Joel Embiid,2020-02-11,8.0,2.0,17.0,26.0,W ,0.5294117647058824,['TheProcess'],either die hero live long enough see become villain . theprocess ,either die hero live long enough see becom villain . theprocess ,either die hero live long enough see become villain . theprocess 
5705,BROTHERLY LOVE #MyCity https://t.co/dSCQqw0Yed,Joel Embiid,2020-02-12,3.0,0.0,3.0,0.0,L,1.0,['MyCity'],brotherly love mycity ,brother love myciti ,brotherly love mycity 
5706,AG GOT ROBBED AGAIN #BS,Joel Embiid,2020-02-16,3.0,0.0,0.0,1.0,L,0.0,['BS'],ag got robbed bs ,ag got rob bs ,ag got rob bs 
5707,HOLY SHIT!!! THIS IS GOOD,Joel Embiid,2020-02-16,3.0,0.0,0.0,4.0,L,0.0,[],holy shit ! ! ! good ,holi shit ! ! ! good ,holy shit ! ! ! good 
5708,Came on here just to see y’all drag isiah Thomas lmao,Joel Embiid,2020-02-16,3.0,1.0,5.0,6.0,L,0.7,[],came see drag isiah thomas lmao ,came see yall drag isiah thoma lmao ,come see drag isiah thomas lmao 
5709,BEST ALL STAR GAME EVER!!!!! Fun weekend but can’t wait to go on this championship run #3 https://t.co/apnXRq5unH,Joel Embiid,2020-02-17,3.0,0.0,7.0,5.0,L,0.4285714285714285,['3'],best star game ever ! ! ! ! ! fun weekend ca nt wait go championship run ,best star game ever ! ! ! ! ! fun weekend cant wait go championship run ,well star game ever ! ! ! ! ! fun weekend can not wait go championship run 
5710,It’s great to smile sometimes🤓 Relentless team!!! Let’s keep it going #TheProcess https://t.co/8jt6MLj5cQ,Joel Embiid,2020-02-21,3.0,1.0,0.0,3.0,W,0.0,['TheProcess'],great smile sometimes 🤓 relentless team ! ! ! lets keep going theprocess ,great smile sometimes🤓 relentless team ! ! ! let keep go theprocess ,great smile sometimes 🤓 relentless team ! ! ! let keep go theprocess 
5711,Well That was FUN!!!!! #TheProcess https://t.co/6EVkchKN1Y,Joel Embiid,2020-02-25,3.0,0.0,2.0,6.0,L,1.5,['TheProcess'],well fun ! ! ! ! ! theprocess ,well fun ! ! ! ! ! theprocess ,well fun ! ! ! ! ! theprocess 
5712,Let’s play some defense,Joel Embiid,2020-03-01,3.0,1.0,1.0,0.0,W,3.5,[],lets play defense ,let play defens ,let play defense 
5713,"CM is all I play. For the last 2 months, y’all had me thinking that I’m not that good anymore when in fact the new ULTIMATE DIFFICULTY is a little EXAGGERATED so can we give attention to CM instead of FUT Even if we have to pay?Just a little harder than the old one @EASPORTSFIFA",Joel Embiid,2020-03-14,3.0,0.0,2.0,6.0,W,1.5,[],cm play . last months thinking good anymore fact new ultimate difficulty little exaggerated give attention cm instead fut even pay?just little harder old one ,cm play . last month yall think im good anymor fact new ultim difficulti littl exagger give attent cm instead fut even pay ? littl harder old one ,cm play . last month think good anymore fact new ultimate difficulty little exaggerated give attention cm instead fut even pay?just little hard old one 
5714,Blessed to see another year but damn I’m getting old... I wish it could’ve been in different circumstances but all we can do is Pray and take the necessary measures to protect ourselves and others. Also TRUST THE PROCESS #26 https://t.co/JIvi0bJw6A,Joel Embiid,2020-03-17,3.0,0.0,5.0,1.0,L,0.6,['26'],blessed see another year damn getting old ... wish could different circumstances pray take necessary measures protect others . also trust process ,bless see anoth year damn im get old ... wish couldv differ circumst pray take necessari measur protect other . also trust process ,bless see another year damn get old ... wish could different circumstance pray take necessary measure protect other . also trust process 
5715,Need all of these in FIFA 21 especially the part with managers and offers @EA @EASPORTSFIFA https://t.co/XhB7ddSWDh,Joel Embiid,2020-03-19,3.0,0.0,3.0,3.0,W,1.0,[],need fifa especially part managers offers ,need fifa especi part manag offer ,need fifa especially part manager offer 
5716,"In these trying times, I’m proud of the Sixers organization for reversing course and “doing a 180”. Let’s focus on beating this Coronavirus now. Let’s be responsible and Trust the Process!!",Joel Embiid,2020-03-24,3.0,0.0,5.0,0.0,L,0.6,[],trying times proud sixers organization reversing course . lets focus beating coronavirus . lets responsible trust process ! ! ,tri time im proud sixer organ revers cours . let focus beat coronavirus . let respons trust process ! ! ,try time proud sixer organization reverse course . let focus beat coronavirus . let responsible trust process ! ! 
5717,We’re with you brother!!! We’ll keep praying @KarlTowns,Joel Embiid,2020-03-25,3.0,1.0,0.0,4.0,L,0.0,[],brother ! ! ! well keep praying ,brother ! ! ! well keep pray ,brother ! ! ! well keep pray 
5718,I’ve accepted the #ALLINCHALLENGE. Watch the video below &amp; go to https://t.co/b3ceakIuZA https://t.co/QDQowCwDIq,Joel Embiid,2020-04-16,3.0,0.0,4.0,2.0,W,0.75,['ALLINCHALLENGE'],accepted allinchallenge . watch video go ,ive accept allinchalleng . watch video go ,accept allinchallenge . watch video go 
5719,"After nine years in America, I FINALLY got my driver license",Joel Embiid,2020-06-16,3.0,1.0,7.0,6.0,W,0.5,[],nine years america finally got driver license ,nine year america final got driver licens ,nine year america finally get driver license 
5720,I need car options any recommendations???,Joel Embiid,2020-06-17,3.0,1.0,9.0,7.0,L,0.3888888888888889,[],need car options recommendations ? ? ? ,need car option recommend ? ? ? ,need car option recommendation ? ? ? 
5721,No one cares about anything other than FIFA 21 #EAPlayLive,Joel Embiid,2020-06-18,3.0,0.0,9.0,1.0,L,0.3333333333333333,['EAPlayLive'],one cares anything fifa eaplaylive ,one care anyth fifa eaplayl ,one care anything fifa eaplaylive 
5722,SERGIO RAMOS!!!! WHAT A FREE KICK #HalaMadrid,Joel Embiid,2020-06-24,3.0,1.0,9.0,4.0,L,0.3888888888888889,['HalaMadrid'],sergio ramos ! ! ! ! free kick halamadrid ,sergio ramo ! ! ! ! free kick halamadrid ,sergio ramos ! ! ! ! free kick halamadrid 
5723,WE ARE CHAMPIONS!!!!!! WE DID IT... LET’S GO @realmadrid #HalaMadrid,Joel Embiid,2020-07-16,3.0,0.0,9.0,6.0,L,0.3333333333333333,['HalaMadrid'],champions ! ! ! ! ! ! ... lets go halamadrid ,champion ! ! ! ! ! ! ... let go halamadrid ,champion ! ! ! ! ! ! ... let go halamadrid 
5724,Shake came up to me before the game and said “IT BECAME PERSONAL FOR ME” just like MJ lmao!! Nice shot young fella #TheProcess https://t.co/8XMQVdo2Wd,Joel Embiid,2020-08-04,3.0,1.0,6.0,1.0,W,0.5833333333333334,['TheProcess'],shake came game said became personal like mj lmao ! ! nice shot young fella theprocess ,shake came game said becam person like mj lmao ! ! nice shot young fella theprocess ,shake come game say become personal like mj lmao ! ! nice shot young fella theprocess 
5725,Through it all…We work. We struggle. We triumph.  #Origin #TheOnlyWayIsThrough #ComingSoon https://t.co/JPqKkjx48M,Joel Embiid,2020-08-05,11.0,0.0,20.0,29.0,W ,0.55,"['Origin', 'TheOnlyWayIsThrough', 'ComingSoon']",… work . struggle . triumph . origin theonlywayisthrough comingsoon ,all…w work . struggl . triumph . origin theonlywayisthrough comingsoon ,… work . struggle . triumph . origin theonlywayisthrough comingsoon 
5726,Game Day! Excited to finally show off my @uabasketball Embiid One. Available 9.18 @underarmour https://t.co/QqJmOhYn20,Joel Embiid,2020-08-07,7.0,0.0,18.0,23.0,W ,0.3888888888888889,[],game day ! excited finally show embiid one . available . ,game day ! excit final show embiid one . avail . ,game day ! excited finally show embiid one . available . 
5727,Definitely not the same energy!!!!,Joel Embiid,2020-08-08,3.0,0.0,0.0,2.0,L,0.0,[],definitely energy ! ! ! ! ,definit energi ! ! ! ! ,definitely energy ! ! ! ! 
5728,Process This 💪🏾 @slam @uabasketball https://t.co/isQud7N8lI,Joel Embiid,2020-08-19,3.0,0.0,3.0,7.0,L,1.0,[],process 💪 🏾 ,process 💪🏾 ,process 💪 🏾 
5729,Jimmy Butler #TooGood,Joel Embiid,2020-09-01,3.0,0.0,1.0,4.0,L,3.0,['TooGood'],jimmy butler toogood ,jimmi butler toogood ,jimmy butler toogood 
5730,Life’s great #TheProcess https://t.co/GOWlqJkgNR,Joel Embiid,2020-09-02,3.0,0.0,6.0,6.0,W,0.5,['TheProcess'],lifes great theprocess ,life great theprocess ,life great theprocess 
5731,That Mountain Dew commercial is great,Joel Embiid,2020-09-02,3.0,1.0,0.0,3.0,W,0.0,[],mountain dew commercial great ,mountain dew commerci great ,mountain dew commercial great 
5732,I’m still really unhappy,Joel Embiid,2020-09-02,3.0,0.0,1.0,5.0,W,3.0,[],still really unhappy ,im still realli unhappi ,still really unhappy 
5733,Neymar for the Wiiiiiin,Joel Embiid,2020-09-03,3.0,1.0,7.0,1.0,W,0.5,[],neymar wiiiiiin ,neymar wiiiiiin ,neymar wiiiiiin 
5734,Penalty shootout just like in football,Joel Embiid,2020-09-03,3.0,0.0,6.0,6.0,W,0.5,[],penalty shootout like football ,penalti shootout like footbal ,penalty shootout like football 
5735,Hahahahahahahaha #Lmao,Joel Embiid,2020-09-03,3.0,0.0,9.0,3.0,W,0.3333333333333333,['Lmao'],hahahahahahahaha lmao ,hahahahahahahaha lmao ,hahahahahahahaha lmao 
5736,That’s not a foul,Joel Embiid,2020-09-03,3.0,0.0,3.0,5.0,W,1.0,[],foul ,that foul ,foul 
5737,WILD TIMES,Joel Embiid,2020-09-05,3.0,0.0,8.0,7.0,L,0.375,[],wild times ,wild time ,wild time 
5738,"Shorter Joel Embiid is still watching 🏈 on @hulu, which has live sports #Deepfake #HuluHasLiveSports #ad #hulu https://t.co/QnlbrgC5yf",Joel Embiid,2020-09-10,3.0,0.0,2.0,1.0,W,1.5,"['Deepfake', 'HuluHasLiveSports', 'ad', 'hulu']",shorter joel embiid still watching 🏈 live sports deepfake huluhaslivesports ad hulu ,shorter joel embiid still watch 🏈 live sport deepfak huluhaslivesport ad hulu ,short joel embiid still watch 🏈 live sport deepfake huluhaslivesport ad hulu 
5739,Kyle Lowry is not appreciated as he should be #Winner,Joel Embiid,2020-09-10,3.0,0.0,3.0,5.0,W,1.0,['Winner'],kyle lowry appreciated winner ,kyle lowri appreci winner ,kyle lowry appreciate winner 
5740,This game is SO GOOOOOOOOOD,Joel Embiid,2020-09-10,3.0,1.0,1.0,7.0,W,3.5,[],game goooooooood ,game goooooooood ,game goooooooood 
5741,Back to where it all began. My first @underarmour signature shoe gives love to where I fell in love with the game. 🇨🇲The #EmbiidOne “Origin” drops Friday 9/18. https://t.co/91YR7XWPoU,Joel Embiid,2020-09-12,3.0,0.0,1.0,6.0,L,3.0,['EmbiidOne'],back began . first signature shoe gives love fell love game . 🇨 🇲 embiidone origin drops friday . ,back began . first signatur shoe give love fell love game . 🇨🇲the embiidon origin drop friday . ,back begin . first signature shoe give love fall love game . 🇨 🇲 embiidone origin drop friday . 
5742,I’m being treated like I got deported!!! We’ll see next year,Joel Embiid,2020-09-18,3.0,0.0,7.0,5.0,L,0.4285714285714285,[],treated like got deported ! ! ! well see next year ,im treat like got deport ! ! ! well see next year ,treat like got deport ! ! ! well see next year 
5743,"Never forget where you came from. My first @underarmour signature shoe tells the story of my Yaoundé   🇨🇲 ""Origin."" The #EmbiidOne is built for all 5 positions on ANY court. Hit link in bio to get yours. https://t.co/5MVApzBvBM",Joel Embiid,2020-09-18,3.0,0.0,7.0,1.0,L,0.4285714285714285,['EmbiidOne'],never forget came . first signature shoe tells story yaoundé 🇨 🇲 origin . embiidone built positions court . hit link bio get . ,never forget came . first signatur shoe tell stori yaoundé 🇨🇲 origin . embiidon built posit court . hit link bio get . ,never forget come . first signature shoe tell story yaoundé 🇨 🇲 origin . embiidone build position court . hit link bio get . 
5744,"Arthur Elijah De Paula Embiid 👶

We are so blessed and fortunate to welcome our little boy in this family. First of 11 or more? Trying to convince her but I’m not winning so far. I’m just trying to build a soccer team but for real I’m so excited for the future #GodIsGreat https://t.co/eZaUnx90oo",Joel Embiid,2020-09-25,3.0,1.0,4.0,4.0,W,0.875,['GodIsGreat'],arthur elijah de paula embiid 👶 blessed fortunate welcome little boy family . first ? trying convince winning far . trying build soccer team real excited future godisgreat ,arthur elijah de paula embiid 👶 bless fortun welcom littl boy famili . first ? tri convinc im win far . im tri build soccer team real im excit futur godisgreat ,arthur elijah de paula embiid 👶 blessed fortunate welcome little boy family . first ? try convince win far . try build soccer team real excited future godisgreat 
5745,Let’s go @EA @EASPORTSFIFA @Ty_Stover !!! This is gonna my squad in 2 days #FIFA21 https://t.co/ttLivt4Erp,Joel Embiid,2020-09-29,3.0,0.0,9.0,0.0,L,0.3333333333333333,['FIFA21'],lets go ! ! ! gon na squad days fifa ,let go ! ! ! gon na squad day fifa ,let go ! ! ! going to squad day fifa 
5746,Welcome to the city of Brotherly Love Coach @DocRivers !!!! Excited for the future and what we’re building here #PhillyForever,Joel Embiid,2020-10-01,3.0,0.0,6.0,3.0,W,0.5,['PhillyForever'],welcome city brotherly love coach ! ! ! ! excited future building phillyforever ,welcom citi brother love coach ! ! ! ! excit futur build phillyforev ,welcome city brotherly love coach ! ! ! ! excited future build phillyforever 
5747,“Take my verses too serious you’ll hate me”,Joel Embiid,2020-10-01,3.0,1.0,6.0,5.0,W,0.5833333333333334,[],take verses serious hate ,take vers serious youll hate ,take verse serious hate 
5748,So Far Gone!!!,Joel Embiid,2020-10-01,3.0,0.0,6.0,1.0,W,0.5,[],far gone ! ! ! ,far gone ! ! ! ,far go ! ! ! 
5749,We’re getting so close to “I’d 8-2 be a @ManUtd fan”!!!! Hit me up if y’all need a center back #MANTOT,Joel Embiid,2020-10-04,3.0,0.0,7.0,1.0,W,0.4285714285714285,['MANTOT'],getting close fan ! ! ! ! hit need center back mantot ,get close id fan ! ! ! ! hit yall need center back mantot ,get close fan ! ! ! ! hit need center back mantot 
5750,Inspiring,Joel Embiid,2020-10-05,3.0,0.0,5.0,2.0,W,0.6,[],inspiring ,inspir ,inspire 
5751,Go Pack Go,Joel Embiid,2020-10-06,3.0,1.0,7.0,7.0,W,0.5,[],go pack go ,go pack go ,go pack go 
5752,"I lost my best friend this morning!! You were so full of energy. You were so beautiful. Now who’s gonna wake me up? who’s gonna lick me nonstop if I’m crying?Who’s gonna start acting crazy and run all over the place if they don’t get attention? 
R.I.P Klaus Hinkie De Paula Embiid https://t.co/uoSV8dmlHa",Joel Embiid,2020-10-09,3.0,0.0,1.0,4.0,W,3.0,[],lost best friend morning ! ! full energy . beautiful . gon na wake ? gon na lick nonstop crying?whos gon na start acting crazy run place nt get attention ? r.i.p klaus hinkie de paula embiid ,lost best friend morn ! ! full energi . beauti . whos gon na wake ? whos gon na lick nonstop im cri ? whos gon na start act crazi run place dont get attent ? r.i.p klaus hinki de paula embiid ,lose good friend morning ! ! full energy . beautiful . going to wake ? going to lick nonstop crying?whos going to start act crazy run place not get attention ? r.i.p klaus hinkie de paula embiid 
5753,"Rock Chalk, Jayhawk. The @UAbasketball #EmbiidOne “Lawrence” is available now. Get yours through the link in my bio. https://t.co/X2k8WwGiKT",Joel Embiid,2020-10-23,3.0,0.0,7.0,2.0,W,0.4285714285714285,['EmbiidOne'],rock chalk jayhawk . embiidone lawrence available . get link bio . ,rock chalk jayhawk . embiidon lawrenc avail . get link bio . ,rock chalk jayhawk . embiidone lawrence available . get link bio . 
5754,This is funny,Joel Embiid,2020-10-23,3.0,0.0,5.0,4.0,W,0.6,[],funny ,funni ,funny 
5755,Yes sir!!! Now we can enjoy together what the league lets me get away with #PhillyForever https://t.co/7hctLSilCV,Joel Embiid,2020-10-28,3.0,1.0,7.0,1.0,W,0.5,['PhillyForever'],yes sir ! ! ! enjoy together league lets get away phillyforever ,yes sir ! ! ! enjoy togeth leagu let get away phillyforev ,yes sir ! ! ! enjoy together league let get away phillyforever 
5756,MTN DEW on everything? MTN DEW on everything! I worked with @mountaindew to make it possible #MTNDEWHotSauce https://t.co/r86ZUolpy0,Joel Embiid,2020-11-05,3.0,0.0,2.0,0.0,L,1.5,['MTNDEWHotSauce'],mtn dew everything ? mtn dew everything ! worked make possible mtndewhotsauce ,mtn dew everyth ? mtn dew everyth ! work make possibl mtndewhotsauc ,mtn dew everything ? mtn dew everything ! work make possible mtndewhotsauce 
5757,Well America TRUSTED THE PROCESS and it paid off #TheProcess https://t.co/9XfWvQTZET,Joel Embiid,2020-11-07,3.0,0.0,5.0,0.0,L,0.6,['TheProcess'],well america trusted process paid theprocess ,well america trust process paid theprocess ,well america trust process pay theprocess 
5758,"There is only one way—THROUGH. That's the mentality that drives The Process. No matter how hard the loss, there's always a sign that pushes you forward. You just need to find it. The @UAbasketball #EmbiidOne “Omen” is available now. Link in bio. https://t.co/zK1qwh0luB",Joel Embiid,2020-11-09,3.0,0.0,5.0,1.0,L,0.6,['EmbiidOne'],one way — . mentality drives process . matter hard loss always sign pushes forward . need find . embiidone omen available . link bio . ,one way—through . that mental drive process . matter hard loss there alway sign push forward . need find . embiidon omen avail . link bio . ,one way — . mentality drive process . matter hard loss always sign push forward . need find . embiidone oman available . link bio . 
5759,No new things!!! Good things happen in South Philly @PlayStation #CityOfBrotherlyLove https://t.co/16Cw1alZoU,Joel Embiid,2020-11-12,3.0,0.0,6.0,6.0,W,0.5,['CityOfBrotherlyLove'],new things ! ! ! good things happen south philly cityofbrotherlylove ,new thing ! ! ! good thing happen south philli cityofbrotherlylov ,new thing ! ! ! good thing happen south philly cityofbrotherlylove 
5760,"I finally talked @EASPORTSFIFA into putting me on the pitch!
⚽ #Groundbreakers 

Beat me and play as me
starting December 26th
in #VOLTA 🔥 #EAathlete 

https://t.co/yaoWsv1gLI https://t.co/gv1h8DCbiE",Joel Embiid,2020-11-23,3.0,0.0,3.0,3.0,L,1.0,"['Groundbreakers', 'VOLTA', 'EAathlete']",finally talked putting pitch ! ⚽ groundbreakers beat play starting december th volta 🔥 eaathlete ,final talk put pitch ! ⚽ groundbreak beat play start decemb th volta 🔥 eaathlet ,finally talk put pitch ! ⚽ groundbreaker beat play start december th volta 🔥 eaathlete 
5761,NIGHT NIGHT,Joel Embiid,2020-11-29,3.0,1.0,1.0,4.0,L,3.5,[],night night ,night night ,night night 
5762,"If you got that prime R9, can you please list him in the next 10 minutes? Thank you in advance #FIFA21 #Fut",Joel Embiid,2020-12-18,3.0,0.0,2.0,6.0,W,1.5,"['FIFA21', 'Fut']",got prime r please list next minutes ? thank advance fifa fut ,got prime r pleas list next minut ? thank advanc fifa fut ,get prime r please list next minute ? thank advance fifa fut 
5763,WE MOVE!!!!!  @sixers,Joel Embiid,2021-01-01,3.0,0.0,9.0,6.0,W,0.3333333333333333,[],move ! ! ! ! ! ,move ! ! ! ! ! ,move ! ! ! ! ! 
5764,I hope we all have the same taste #TOTY https://t.co/s2K1UDOkx7,Joel Embiid,2021-01-07,7.0,2.0,14.0,20.0,L ,0.5714285714285714,['TOTY'],hope taste toty ,hope tast toti ,hope taste toty 
5765,"6 years later, still living rent free in their heads.... YES I WOKE UP AND CHOSE VIOLENCE",Joel Embiid,2021-01-10,3.0,0.0,6.0,3.0,L,0.5,[],years later still living rent free heads .... yes woke chose violence ,year later still live rent free head .... yes woke chose violenc ,year later still live rent free head .... yes wake choose violence 
5766,THEY HATE THE PROCESS,Joel Embiid,2021-01-10,3.0,0.0,8.0,1.0,L,0.375,[],hate process ,hate process ,hate process 
5767,GO PACK GO!!!!!,Joel Embiid,2021-01-17,3.0,0.0,1.0,5.0,L,3.0,[],go pack go ! ! ! ! ! ,go pack go ! ! ! ! ! ,go pack go ! ! ! ! ! 
5768,OMGGGGGGGGGGGGGGGG THANK YOU SO MUCH @EASPORTSFIFA I LOVE YOU #TOTY https://t.co/nvjskl2Pmb,Joel Embiid,2021-01-22,11.0,2.0,15.0,38.0,W ,0.8,['TOTY'],omgggggggggggggggg thank much love toty ,omgggggggggggggggg thank much love toti ,omgggggggggggggggg thank much love toty 
5769,I’m gonna send y’all my credit card info... Make good use of it @EASPORTSFIFA #TOTY,Joel Embiid,2021-01-22,11.0,2.0,15.0,38.0,W ,0.8,['TOTY'],gon na send credit card info ... make good use toty ,im gon na send yall credit card info ... make good use toti ,going to send credit card info ... make good use toty 
5770,These Embiid One got me feeling different this year!!!  @UAbasketball #TheProcess https://t.co/kUsl6VyFz6,Joel Embiid,2021-01-23,10.0,1.0,20.0,33.0,W ,0.525,['TheProcess'],embiid one got feeling different year ! ! ! theprocess ,embiid one got feel differ year ! ! ! theprocess ,embiid one get feel different year ! ! ! theprocess 
5771,FREAKING BAD CALL,Joel Embiid,2021-01-24,3.0,0.0,6.0,7.0,L,0.5,[],freaking bad call ,freak bad call ,freak bad call 
5772,WE DIT IT!!!!  30-0 @EASPORTSFIFA  #FUT21 https://t.co/9mlu36T7OK,Joel Embiid,2021-01-25,3.0,0.0,3.0,7.0,W,1.0,['FUT21'],dit ! ! ! ! fut ,dit ! ! ! ! fut ,dit ! ! ! ! fut 
5773,ALL STAR 😤😤 @tobias31 https://t.co/lmemdEH21O,Joel Embiid,2021-01-28,3.0,0.0,2.0,0.0,W,1.5,[],star 😤 😤 ,star 😤😤 ,star 😤 😤 
5774,Big time shot and a great win. WE MOVE #24 https://t.co/UG5KF5Fg5H,Joel Embiid,2021-01-28,3.0,0.0,0.0,2.0,W,0.0,['24'],big time shot great win . move ,big time shot great win . move ,big time shoot great win . move 
5775,Don’t let me down guys @tobias31 #NBAAllStar,Joel Embiid,2021-02-05,3.0,1.0,1.0,5.0,L,3.5,['NBAAllStar'],nt let guys nbaallstar ,dont let guy nbaallstar ,not let guy nbaallstar 
5776,Let’s go!!! 😤😤😤 @BenSimmons25 #NBAAllStar,Joel Embiid,2021-02-05,3.0,0.0,4.0,1.0,L,0.75,['NBAAllStar'],lets go ! ! ! 😤 😤 😤 nbaallstar ,let go ! ! ! 😤😤😤 nbaallstar ,let go ! ! ! 😤 😤 😤 nbaallstar 
5777,Cheers to being an All Star once again. Never take it for granted!!!! #TheProcess https://t.co/8XV83EFSja,Joel Embiid,2021-02-19,17.0,1.0,26.0,50.0,W ,0.6730769230769231,['TheProcess'],cheers star . never take granted ! ! ! ! theprocess ,cheer star . never take grant ! ! ! ! theprocess ,cheer star . never take grant ! ! ! ! theprocess 
5778,Hahaha Second time I get you T’d up lmao GG https://t.co/ovQxl2gdK0,Joel Embiid,2021-03-04,3.0,0.0,3.0,6.0,L,1.0,[],hahaha second time get td lmao gg ,hahaha second time get td lmao gg ,hahaha second time get td lmao gg 
5779,Feeling good going into the All-Star.... WE MOVE #TheProcess https://t.co/A3NLogLIIX,Joel Embiid,2021-03-04,3.0,0.0,1.0,6.0,L,3.0,['TheProcess'],feeling good going allstar .... move theprocess ,feel good go allstar .... move theprocess ,feel good go allstar .... move theprocess 
5780,Mickey Mouse All Star Game ha,Joel Embiid,2021-03-08,3.0,0.0,0.0,4.0,W,0.0,[],mickey mouse star game ha ,mickey mous star game ha ,mickey mouse star game ha 
5781,Looking at those fresh shape-ups and I had to be the one https://t.co/BESWmi01XV,Joel Embiid,2021-03-08,3.0,0.0,8.0,2.0,W,0.375,[],looking fresh shapeups one ,look fresh shapeup one ,look fresh shapeup one 
5782,That’s it!!! I’ve seen enough. Build around Tony Bradley @sixers,Joel Embiid,2021-03-12,8.0,1.0,11.0,23.0,W ,0.7727272727272727,[],! ! ! seen enough . build around tony bradley ,that ! ! ! ive seen enough . build around toni bradley ,! ! ! see enough . build around tony bradley 
5783,Y’all better do it... He’s the TRUTH!!!!! @okcthunder https://t.co/vlctOjlGU2,Joel Embiid,2021-03-25,3.0,0.0,2.0,5.0,W,1.5,[],better ... truth ! ! ! ! ! ,yall better ... hes truth ! ! ! ! ! ,well ... truth ! ! ! ! ! 
5784,"#ad I’ve been playing @crashontherun non-stop since it came out this week. Making potions, defeating the bosses and collecting all the gems! Check it out and play for free https://t.co/5Y7wXbzoCh #crashontherun https://t.co/KJ3guKGiwC",Joel Embiid,2021-03-28,3.0,1.0,6.0,6.0,L,0.5833333333333334,"['ad', 'crashontherun']",ad playing nonstop since came week . making potions defeating bosses collecting gems ! check play free crashontherun ,ad ive play nonstop sinc came week . make potion defeat boss collect gem ! check play free crashontherun ,ad play nonstop since come week . make potion defeat boss collect gem ! check play free crashontherun 
5785,Don’t get it twisted... I would still take you ha. Félicitations!!!! @francis_ngannou https://t.co/CszGHJTnoL,Joel Embiid,2021-03-28,3.0,0.0,8.0,5.0,L,0.375,[],nt get twisted ... would still take ha . félicitations ! ! ! ! ,dont get twist ... would still take ha . félicit ! ! ! ! ,not get twist ... would still take ha . félicitation ! ! ! ! 
5786,Madrid is playing 532 drop back 1 depth counter and I love it lmao... FIFA 21 has been real all this time @EASPORTSFIFA #ElClasico #Fifa21,Joel Embiid,2021-04-10,10.0,0.0,17.0,27.0,W ,0.5882352941176471,"['ElClasico', 'Fifa21']",madrid playing drop back depth counter love lmao ... fifa real time elclasico fifa ,madrid play drop back depth counter love lmao ... fifa real time elclasico fifa ,madrid play drop back depth counter love lmao ... fifa real time elclasico fifa 
5787,Winning and Dominating is fun... Life’s GOOD!!!! @UABasketball #EmbiidOne “Goldmind” https://t.co/vULC3J54SK,Joel Embiid,2021-04-17,3.0,0.0,4.0,2.0,L,0.75,['EmbiidOne'],winning dominating fun ... lifes good ! ! ! ! embiidone goldmind ,win domin fun ... life good ! ! ! ! embiidon goldmind ,win dominating fun ... life good ! ! ! ! embiidone goldmind 
5788,Don’t miss your chance to bid on my game worn sneakers beginning today at https://t.co/QtUkpbSChW!! https://t.co/MQa8jCSJpe,Joel Embiid,2021-05-06,3.0,0.0,1.0,7.0,W,3.0,[],nt miss chance bid game worn sneakers beginning today ,dont miss chanc bid game worn sneaker begin today ,not miss chance bid game worn sneaker begin today 
